Unnamed: 0,Operator,Network Type,In Out Travelling,State Name,Call Dropped,Satisfactory,Poor Voice Quality,label
282,BSNL,3G,Indoor,Himachal Pradesh,0.0,44.444444444444436,55.55555555555557,Average
283,BSNL,3G,Indoor,Jharkhand,0.0,0.0,100.0,Inadequate
284,BSNL,3G,Indoor,Karnataka,14.64968152866242,49.68152866242039,35.668789808917204,Average
285,BSNL,3G,Indoor,Kerala,0.7067137809187279,45.58303886925796,53.710247349823334,Average
286,BSNL,3G,Indoor,Madhya Pradesh,0.9803921568627452,72.54901960784314,26.470588235294123,Very Good
287,BSNL,3G,Indoor,Maharashtra,7.289002557544758,86.44501278772378,6.265984654731457,Excellent
288,BSNL,3G,Indoor,Manipur,0.0,100.0,0.0,Excellent
289,BSNL,3G,Indoor,Odisha,8.333333333333332,62.5,29.16666666666667,Very Good
290,BSNL,3G,Indoor,Pondicherry,0.0,0.0,100.0,Inadequate
291,BSNL,3G,Indoor,Punjab,0.7042253521126761,99.2957746478873,0.0,Excellent
292,BSNL,3G,Indoor,Rajasthan,4.166666666666666,75.0,20.833333333333336,Very Good
293,BSNL,3G,Indoor,Tamil Nadu,7.456140350877192,82.89473684210526,9.649122807017543,Excellent
294,BSNL,3G,Indoor,Telangana,1.884253028263796,95.02018842530285,3.0955585464333777,Excellent
295,BSNL,3G,Indoor,Uttar Pradesh,15.789473684210524,73.68421052631578,10.526315789473683,Very Good
296,BSNL,3G,Indoor,Uttarakhand,42.857142857142854,42.857142857142854,14.285714285714285,Average
297,BSNL,3G,Indoor,West Bengal,2.185792349726776,75.40983606557377,22.404371584699454,Very Good
298,BSNL,3G,Outdoor,Andaman and Nicobar Islands,80.0,20.0,0.0,Inadequate
299,BSNL,3G,Outdoor,Andhra Pradesh,28.125,28.125,43.75,Poor
300,BSNL,3G,Outdoor,Chattisgarh,12.5,12.5,75.0,Inadequate
301,BSNL,3G,Outdoor,Delhi,100.0,0.0,0.0,Inadequate
302,BSNL,3G,Outdoor,Gujarat,22.222222222222214,50.0,27.777777777777786,Average
303,BSNL,3G,Outdoor,Haryana,0.0,100.0,0.0,Excellent
304,BSNL,3G,Outdoor,Himachal Pradesh,0.0,100.0,0.0,Excellent
305,BSNL,3G,Outdoor,Jharkhand,8.108108108108109,18.918918918918926,72.97297297297297,Inadequate
306,BSNL,3G,Outdoor,Karnataka,4.3478260869565215,63.76811594202898,31.88405797101449,Very Good
307,BSNL,3G,Outdoor,Kerala,3.4482758620689653,96.55172413793105,0.0,Excellent
308,BSNL,3G,Outdoor,Madhya Pradesh,100.0,0.0,0.0,Inadequate
309,BSNL,3G,Outdoor,Maharashtra,1.0869565217391304,92.3913043478261,6.521739130434782,Excellent
310,BSNL,3G,Outdoor,Odisha,0.0,87.09677419354837,12.903225806451616,Excellent
311,BSNL,3G,Outdoor,Punjab,0.0,89.47368421052632,10.526315789473683,Excellent
312,BSNL,3G,Outdoor,Rajasthan,0.0,97.2972972972973,2.7027027027027017,Excellent
313,BSNL,3G,Outdoor,Tamil Nadu,5.0,71.66666666666667,23.33333333333333,Very Good
314,BSNL,3G,Outdoor,Telangana,0.7194244604316548,96.40287769784172,2.8776978417266186,Excellent
315,BSNL,3G,Outdoor,Uttar Pradesh,5.5555555555555545,77.7777777777778,16.666666666666664,Very Good
316,BSNL,3G,Outdoor,Uttarakhand,8.333333333333332,8.333333333333332,83.33333333333334,Inadequate
317,BSNL,3G,Outdoor,West Bengal,2.42914979757085,11.740890688259109,85.82995951417004,Inadequate
318,BSNL,3G,Travelling,Andaman and Nicobar Islands,33.33333333333333,0.0,66.66666666666666,Inadequate
319,BSNL,3G,Travelling,Andhra Pradesh,25.0,50.0,25.0,Average
320,BSNL,3G,Travelling,Chattisgarh,0.0,50.0,50.0,Average
321,BSNL,3G,Travelling,Gujarat,9.090909090909092,72.72727272727273,18.181818181818183,Very Good
322,BSNL,3G,Travelling,Haryana,0.0,66.66666666666666,33.33333333333333,Very Good
323,BSNL,3G,Travelling,Himachal Pradesh,0.0,0.0,100.0,Inadequate
324,BSNL,3G,Travelling,Jharkhand,0.0,58.97435897435898,41.02564102564102,Average
325,BSNL,3G,Travelling,Karnataka,1.9230769230769231,76.92307692307693,21.15384615384616,Very Good
326,BSNL,3G,Travelling,Kerala,12.5,87.5,0.0,Excellent
327,BSNL,3G,Travelling,Madhya Pradesh,0.0,100.0,0.0,Excellent
328,BSNL,3G,Travelling,Maharashtra,3.7135278514588856,91.24668435013264,5.039787798408488,Excellent
329,BSNL,3G,Travelling,Manipur,0.0,100.0,0.0,Excellent
330,BSNL,3G,Travelling,Odisha,12.5,50.0,37.5,Average
331,BSNL,3G,Travelling,Pondicherry,0.0,0.0,100.0,Inadequate
332,BSNL,3G,Travelling,Punjab,10.0,90.0,0.0,Excellent
333,BSNL,3G,Travelling,Rajasthan,0.0,75.0,25.0,Very Good
334,BSNL,3G,Travelling,Tamil Nadu,22.222222222222214,55.55555555555557,22.222222222222214,Average
335,BSNL,3G,Travelling,Telangana,14.893617021276595,72.3404255319149,12.76595744680851,Very Good
336,BSNL,3G,Travelling,Uttar Pradesh,0.0,64.70588235294117,35.29411764705883,Very Good
337,BSNL,3G,Travelling,Uttarakhand,0.0,20.0,80.0,Inadequate
338,BSNL,3G,Travelling,West Bengal,13.636363636363635,13.636363636363635,72.72727272727273,Inadequate
339,BSNL,4G,Indoor,Andaman and Nicobar Islands,0.0,0.0,100.0,Inadequate
340,BSNL,4G,Indoor,Andhra Pradesh,2.747252747252748,95.05494505494505,2.1978021978021984,Excellent
341,BSNL,4G,Indoor,Bihar,35.714285714285715,21.428571428571427,42.857142857142854,Poor
342,BSNL,4G,Indoor,Chattisgarh,50.0,25.0,25.0,Poor
343,BSNL,4G,Indoor,Gujarat,5.660377358490568,79.24528301886792,15.094339622641508,Very Good
344,BSNL,4G,Indoor,Haryana,10.0,60.0,30.0,Average
345,BSNL,4G,Indoor,Jharkhand,0.0,100.0,0.0,Excellent
346,BSNL,4G,Indoor,Karnataka,0.0,100.0,0.0,Excellent
347,BSNL,4G,Indoor,Kerala,4.10958904109589,83.56164383561644,12.32876712328767,Excellent
348,BSNL,4G,Indoor,Madhya Pradesh,14.285714285714285,80.95238095238095,4.761904761904762,Excellent
349,BSNL,4G,Indoor,Maharashtra,6.779661016949151,75.42372881355931,17.796610169491522,Very Good
350,BSNL,4G,Indoor,Odisha,60.0,20.0,20.0,Inadequate
351,BSNL,4G,Indoor,Punjab,16.666666666666664,41.66666666666667,41.66666666666667,Average
352,BSNL,4G,Indoor,Rajasthan,15.384615384615385,30.76923076923077,53.84615384615386,Poor
353,BSNL,4G,Indoor,Tamil Nadu,0.8771929824561403,92.10526315789473,7.0175438596491215,Excellent
354,BSNL,4G,Indoor,Telangana,8.0,36.0,56.00000000000001,Poor
355,BSNL,4G,Indoor,Uttar Pradesh,25.0,0.0,75.0,Inadequate
356,BSNL,4G,Indoor,West Bengal,5.405405405405406,83.7837837837838,10.810810810810812,Excellent
357,BSNL,4G,Outdoor,Andaman and Nicobar Islands,0.0,100.0,0.0,Excellent
358,BSNL,4G,Outdoor,Andhra Pradesh,0.0,75.0,25.0,Very Good
359,BSNL,4G,Outdoor,Assam,0.0,100.0,0.0,Excellent
360,BSNL,4G,Outdoor,Bihar,0.0,100.0,0.0,Excellent
361,BSNL,4G,Outdoor,Chattisgarh,0.0,50.0,50.0,Average
362,BSNL,4G,Outdoor,Gujarat,2.2058823529411766,91.91176470588236,5.882352941176469,Excellent
363,BSNL,4G,Outdoor,Haryana,0.0,100.0,0.0,Excellent
364,BSNL,4G,Outdoor,Karnataka,0.0,60.0,40.0,Average
365,BSNL,4G,Outdoor,Kerala,0.0,90.4761904761905,9.523809523809524,Excellent
366,BSNL,4G,Outdoor,Madhya Pradesh,16.666666666666664,83.33333333333334,0.0,Excellent
367,BSNL,4G,Outdoor,Maharashtra,5.882352941176469,76.47058823529412,17.647058823529417,Very Good
368,BSNL,4G,Outdoor,Odisha,0.0,100.0,0.0,Excellent
369,BSNL,4G,Outdoor,Pondicherry,0.0,100.0,0.0,Excellent
370,BSNL,4G,Outdoor,Punjab,100.0,0.0,0.0,Inadequate
371,BSNL,4G,Outdoor,Rajasthan,22.222222222222214,22.222222222222214,55.55555555555557,Poor
372,BSNL,4G,Outdoor,Tamil Nadu,1.5384615384615383,89.23076923076924,9.230769230769232,Excellent
373,BSNL,4G,Outdoor,Telangana,16.666666666666664,33.33333333333333,50.0,Poor
374,BSNL,4G,Outdoor,Uttar Pradesh,37.5,25.0,37.5,Poor
375,BSNL,4G,Outdoor,Uttarakhand,0.0,42.857142857142854,57.14285714285714,Average
376,BSNL,4G,Outdoor,West Bengal,0.0,93.75,6.25,Excellent
377,BSNL,4G,Travelling,Andaman and Nicobar Islands,0.0,0.0,100.0,Inadequate
378,BSNL,4G,Travelling,Andhra Pradesh,2.4390243902439024,92.6829268292683,4.878048780487805,Excellent
379,BSNL,4G,Travelling,Bihar,33.33333333333333,0.0,66.66666666666666,Inadequate
380,BSNL,4G,Travelling,Chattisgarh,0.0,100.0,0.0,Excellent
381,BSNL,4G,Travelling,Gujarat,0.0,66.66666666666666,33.33333333333333,Very Good
382,BSNL,4G,Travelling,Haryana,42.857142857142854,14.285714285714285,42.857142857142854,Inadequate
383,BSNL,4G,Travelling,Jharkhand,0.0,100.0,0.0,Excellent
384,BSNL,4G,Travelling,Karnataka,0.0,100.0,0.0,Excellent
385,BSNL,4G,Travelling,Kerala,0.0,83.33333333333334,16.666666666666664,Excellent
386,BSNL,4G,Travelling,Madhya Pradesh,0.0,72.72727272727273,27.27272727272727,Very Good
387,BSNL,4G,Travelling,Maharashtra,2.083333333333333,87.5,10.416666666666668,Excellent
388,BSNL,4G,Travelling,Manipur,0.0,100.0,0.0,Excellent
389,BSNL,4G,Travelling,Punjab,0.0,50.0,50.0,Average
390,BSNL,4G,Travelling,Rajasthan,0.0,85.71428571428571,14.285714285714285,Excellent
391,BSNL,4G,Travelling,Tamil Nadu,0.0,61.53846153846154,38.46153846153847,Very Good
392,BSNL,4G,Travelling,Telangana,0.0,71.42857142857143,28.57142857142857,Very Good
393,BSNL,4G,Travelling,Uttar Pradesh,18.181818181818183,63.63636363636363,18.181818181818183,Very Good
394,BSNL,4G,Travelling,Uttarakhand,0.0,50.0,50.0,Average
395,BSNL,4G,Travelling,West Bengal,0.0,100.0,0.0,Excellent
396,Idea,2G,Indoor,Bihar,100.0,0.0,0.0,Inadequate
397,Idea,2G,Indoor,Delhi,5.5555555555555545,88.88888888888891,5.5555555555555545,Excellent
398,Idea,2G,Indoor,Goa,0.0,100.0,0.0,Excellent
399,Idea,2G,Indoor,Gujarat,28.57142857142857,0.0,71.42857142857143,Inadequate
400,Idea,2G,Indoor,Haryana,0.0,100.0,0.0,Excellent
401,Idea,2G,Indoor,Karnataka,50.0,0.0,50.0,Inadequate
402,Idea,2G,Indoor,Kerala,2.2222222222222223,22.222222222222214,75.55555555555556,Poor
403,Idea,2G,Indoor,Madhya Pradesh,25.0,25.0,50.0,Poor
404,Idea,2G,Indoor,Maharashtra,5.241935483870968,75.80645161290323,18.951612903225808,Very Good
405,Idea,2G,Indoor,Odisha,0.0,100.0,0.0,Excellent
406,Idea,2G,Indoor,Punjab,0.0,37.5,62.5,Poor
407,Idea,2G,Indoor,Tamil Nadu,75.0,25.0,0.0,Poor
408,Idea,2G,Indoor,Telangana,3.0303030303030303,45.45454545454545,51.51515151515152,Average
409,Idea,2G,Indoor,Uttar Pradesh,20.0,40.0,40.0,Poor
410,Idea,2G,Indoor,Uttarakhand,80.0,0.0,20.0,Inadequate
411,Idea,2G,Outdoor,Andhra Pradesh,0.0,50.0,50.0,Average
412,Idea,2G,Outdoor,Bihar,0.0,100.0,0.0,Excellent
413,Idea,2G,Outdoor,Chattisgarh,0.0,100.0,0.0,Excellent
414,Idea,2G,Outdoor,Delhi,0.0,33.33333333333333,66.66666666666666,Poor
415,Idea,2G,Outdoor,Gujarat,3.571428571428571,89.2857142857143,7.142857142857142,Excellent
416,Idea,2G,Outdoor,Haryana,0.0,0.0,100.0,Inadequate
417,Idea,2G,Outdoor,Jharkhand,100.0,0.0,0.0,Inadequate
418,Idea,2G,Outdoor,Karnataka,0.0,12.5,87.5,Inadequate
419,Idea,2G,Outdoor,Kerala,7.142857142857142,57.14285714285714,35.714285714285715,Average
420,Idea,2G,Outdoor,Madhya Pradesh,22.222222222222214,0.0,77.7777777777778,Inadequate
421,Idea,2G,Outdoor,Maharashtra,13.157894736842106,39.473684210526315,47.368421052631575,Poor
422,Idea,2G,Outdoor,Odisha,0.0,100.0,0.0,Excellent
423,Idea,2G,Outdoor,Telangana,3.7037037037037033,18.51851851851852,77.7777777777778,Inadequate
424,Idea,2G,Outdoor,Uttar Pradesh,0.0,47.058823529411754,52.941176470588246,Average
425,Idea,2G,Outdoor,Uttarakhand,0.0,50.0,50.0,Average
426,Idea,2G,Outdoor,West Bengal,0.0,100.0,0.0,Excellent
427,Idea,2G,Travelling,Andhra Pradesh,0.0,50.0,50.0,Average
428,Idea,2G,Travelling,Bihar,0.0,100.0,0.0,Excellent
429,Idea,2G,Travelling,Chattisgarh,0.0,100.0,0.0,Excellent
430,Idea,2G,Travelling,Gujarat,12.5,75.0,12.5,Very Good
431,Idea,2G,Travelling,Haryana,0.0,25.0,75.0,Poor
432,Idea,2G,Travelling,Jharkhand,0.0,100.0,0.0,Excellent
433,Idea,2G,Travelling,Kerala,20.0,60.0,20.0,Average
434,Idea,2G,Travelling,Madhya Pradesh,0.0,100.0,0.0,Excellent
435,Idea,2G,Travelling,Maharashtra,15.0,70.0,15.0,Very Good
436,Idea,2G,Travelling,Tamil Nadu,0.0,100.0,0.0,Excellent
437,Idea,2G,Travelling,Telangana,5.5555555555555545,77.7777777777778,16.666666666666664,Very Good
438,Idea,2G,Travelling,Uttar Pradesh,50.0,50.0,0.0,Average
439,Idea,2G,Travelling,Uttarakhand,0.0,66.66666666666666,33.33333333333333,Very Good
440,Idea,2G,Travelling,West Bengal,0.0,0.0,100.0,Inadequate
441,Idea,3G,Indoor,Andhra Pradesh,31.25,18.75,50.0,Inadequate
442,Idea,3G,Indoor,Bihar,55.55555555555557,38.888888888888886,5.5555555555555545,Poor
443,Idea,3G,Indoor,Chattisgarh,0.0,80.0,20.0,Very Good
444,Idea,3G,Indoor,Delhi,13.333333333333336,58.33333333333334,28.33333333333333,Average
445,Idea,3G,Indoor,Goa,5.5555555555555545,69.44444444444444,25.0,Very Good
446,Idea,3G,Indoor,Gujarat,5.405405405405406,52.7027027027027,41.8918918918919,Average
447,Idea,3G,Indoor,Haryana,3.571428571428571,21.428571428571427,75.0,Poor
448,Idea,3G,Indoor,Jharkhand,0.0,80.76923076923076,19.230769230769234,Excellent
449,Idea,3G,Indoor,Karnataka,50.0,25.0,25.0,Poor
450,Idea,3G,Indoor,Kerala,2.1653543307086616,8.267716535433072,89.56692913385827,Inadequate
451,Idea,3G,Indoor,Madhya Pradesh,7.6923076923076925,84.61538461538461,7.6923076923076925,Excellent
452,Idea,3G,Indoor,Maharashtra,6.45352279455299,78.98164594434577,14.564831261101244,Very Good
453,Idea,3G,Indoor,Punjab,8.695652173913043,82.6086956521739,8.695652173913043,Excellent
454,Idea,3G,Indoor,Rajasthan,16.666666666666664,0.0,83.33333333333334,Inadequate
455,Idea,3G,Indoor,Tamil Nadu,50.0,16.666666666666664,33.33333333333333,Inadequate
456,Idea,3G,Indoor,Telangana,3.811659192825112,73.31838565022422,22.869955156950674,Very Good
457,Idea,3G,Indoor,Uttar Pradesh,20.212765957446805,23.40425531914893,56.38297872340424,Poor
458,Idea,3G,Indoor,Uttarakhand,12.307692307692307,36.92307692307693,50.769230769230774,Poor
459,Idea,3G,Indoor,West Bengal,0.0,86.8421052631579,13.157894736842106,Excellent
460,Idea,3G,Outdoor,Andhra Pradesh,13.043478260869565,52.17391304347826,34.78260869565217,Average
461,Idea,3G,Outdoor,Bihar,47.058823529411754,11.764705882352938,41.17647058823529,Inadequate
462,Idea,3G,Outdoor,Chattisgarh,0.0,75.0,25.0,Very Good
463,Idea,3G,Outdoor,Daman and Diu,0.0,100.0,0.0,Excellent
464,Idea,3G,Outdoor,Delhi,11.538461538461535,26.92307692307693,61.53846153846154,Poor
465,Idea,3G,Outdoor,Goa,14.285714285714285,50.0,35.714285714285715,Average
466,Idea,3G,Outdoor,Gujarat,1.5384615384615383,79.48717948717949,18.974358974358974,Very Good
467,Idea,3G,Outdoor,Haryana,0.0,8.0,92.0,Inadequate
468,Idea,3G,Outdoor,Jharkhand,50.0,50.0,0.0,Average
469,Idea,3G,Outdoor,Karnataka,4.166666666666666,8.333333333333332,87.5,Inadequate
470,Idea,3G,Outdoor,Kerala,1.9230769230769231,46.153846153846146,51.92307692307693,Average
471,Idea,3G,Outdoor,Madhya Pradesh,0.0,46.153846153846146,53.84615384615386,Average
472,Idea,3G,Outdoor,Maharashtra,5.615550755939525,41.25269978401728,53.1317494600432,Average
473,Idea,3G,Outdoor,Odisha,0.0,100.0,0.0,Excellent
474,Idea,3G,Outdoor,Punjab,11.111111111111107,44.444444444444436,44.444444444444436,Average
475,Idea,3G,Outdoor,Rajasthan,20.0,40.0,40.0,Poor
476,Idea,3G,Outdoor,Telangana,9.090909090909092,50.649350649350644,40.259740259740255,Average
477,Idea,3G,Outdoor,Uttar Pradesh,14.444444444444445,62.22222222222222,23.33333333333333,Very Good
478,Idea,3G,Outdoor,Uttarakhand,20.6896551724138,68.96551724137932,10.344827586206897,Very Good
479,Idea,3G,Outdoor,West Bengal,0.0,100.0,0.0,Excellent
480,Idea,3G,Travelling,Andhra Pradesh,4.761904761904762,76.19047619047619,19.047619047619047,Very Good
481,Idea,3G,Travelling,Bihar,14.285714285714285,71.42857142857143,14.285714285714285,Very Good
482,Idea,3G,Travelling,Chattisgarh,0.0,100.0,0.0,Excellent
483,Idea,3G,Travelling,Delhi,0.0,35.29411764705883,64.70588235294117,Poor
484,Idea,3G,Travelling,Gujarat,5.357142857142857,82.14285714285714,12.5,Excellent
485,Idea,3G,Travelling,Haryana,0.0,7.59493670886076,92.40506329113924,Inadequate
486,Idea,3G,Travelling,Jharkhand,50.0,50.0,0.0,Average
487,Idea,3G,Travelling,Karnataka,0.0,66.66666666666666,33.33333333333333,Very Good
488,Idea,3G,Travelling,Kerala,4.0,52.0,44.0,Average
489,Idea,3G,Travelling,Madhya Pradesh,20.0,70.0,10.0,Very Good
490,Idea,3G,Travelling,Maharashtra,3.681885125184096,88.51251840942562,7.80559646539028,Excellent
491,Idea,3G,Travelling,Punjab,0.0,100.0,0.0,Excellent
492,Idea,3G,Travelling,Rajasthan,75.0,0.0,25.0,Inadequate
493,Idea,3G,Travelling,Tamil Nadu,0.0,0.0,100.0,Inadequate
494,Idea,3G,Travelling,Telangana,1.875,91.25,6.875000000000001,Excellent
495,Idea,3G,Travelling,Uttar Pradesh,8.108108108108109,59.45945945945946,32.432432432432435,Average
496,Idea,3G,Travelling,Uttarakhand,0.0,60.0,40.0,Average
497,Idea,3G,Travelling,West Bengal,0.0,0.0,100.0,Inadequate
498,Idea,4G,Indoor,Andhra Pradesh,7.920792079207921,70.04950495049505,22.02970297029703,Very Good
499,Idea,4G,Indoor,Bihar,28.57142857142857,64.28571428571429,7.142857142857142,Very Good
500,Idea,4G,Indoor,Chandigarh,0.0,100.0,0.0,Excellent
501,Idea,4G,Indoor,Chattisgarh,0.0,85.71428571428571,14.285714285714285,Excellent
502,Idea,4G,Indoor,Delhi,10.256410256410255,53.84615384615386,35.8974358974359,Average
503,Idea,4G,Indoor,Goa,11.111111111111107,82.53968253968253,6.349206349206349,Excellent
504,Idea,4G,Indoor,Gujarat,9.119496855345911,50.9433962264151,39.937106918239,Average
505,Idea,4G,Indoor,Haryana,0.0,37.5,62.5,Poor
506,Idea,4G,Indoor,Jharkhand,0.9523809523809524,99.04761904761904,0.0,Excellent
507,Idea,4G,Indoor,Karnataka,23.88059701492537,38.805970149253724,37.3134328358209,Poor
508,Idea,4G,Indoor,Kerala,1.6553067185978578,11.489776046738072,86.85491723466406,Inadequate
509,Idea,4G,Indoor,Madhya Pradesh,24.324324324324326,37.83783783783785,37.83783783783785,Poor
510,Idea,4G,Indoor,Maharashtra,26.31184407796103,54.797601199400304,18.89055472263868,Average
511,Idea,4G,Indoor,Punjab,5.4945054945054945,84.06593406593407,10.43956043956044,Excellent
512,Idea,4G,Indoor,Rajasthan,0.0,84.21052631578947,15.789473684210524,Excellent
513,Idea,4G,Indoor,Tamil Nadu,42.5,37.5,20.0,Poor
514,Idea,4G,Indoor,Telangana,11.764705882352938,60.0,28.235294117647058,Average
515,Idea,4G,Indoor,Uttar Pradesh,21.076233183856505,52.91479820627802,26.00896860986547,Average
516,Idea,4G,Indoor,Uttarakhand,4.2105263157894735,53.68421052631579,42.105263157894726,Average
517,Idea,4G,Indoor,West Bengal,0.0,100.0,0.0,Excellent
518,Idea,4G,Outdoor,Andhra Pradesh,4.390243902439024,84.39024390243901,11.219512195121954,Excellent
519,Idea,4G,Outdoor,Bihar,36.36363636363637,54.54545454545454,9.090909090909092,Average
520,Idea,4G,Outdoor,Chandigarh,50.0,50.0,0.0,Average
521,Idea,4G,Outdoor,Chattisgarh,0.0,92.85714285714286,7.142857142857142,Excellent
522,Idea,4G,Outdoor,Delhi,0.0,51.02040816326532,48.979591836734684,Average
523,Idea,4G,Outdoor,Goa,27.27272727272727,54.54545454545454,18.181818181818183,Average
524,Idea,4G,Outdoor,Gujarat,10.769230769230768,43.07692307692307,46.153846153846146,Average
525,Idea,4G,Outdoor,Haryana,0.0,0.0,100.0,Inadequate
526,Idea,4G,Outdoor,Jharkhand,0.0,100.0,0.0,Excellent
527,Idea,4G,Outdoor,Karnataka,6.9444444444444455,6.9444444444444455,86.11111111111109,Inadequate
528,Idea,4G,Outdoor,Kerala,9.210526315789473,26.315789473684212,64.47368421052633,Poor
529,Idea,4G,Outdoor,Madhya Pradesh,29.72972972972973,27.02702702702703,43.24324324324325,Poor
530,Idea,4G,Outdoor,Maharashtra,13.698630136986301,63.83561643835617,22.46575342465753,Very Good
531,Idea,4G,Outdoor,Punjab,12.5,70.3125,17.1875,Very Good
532,Idea,4G,Outdoor,Rajasthan,0.0,87.5,12.5,Excellent
533,Idea,4G,Outdoor,Tamil Nadu,0.0,84.61538461538461,15.384615384615385,Excellent
534,Idea,4G,Outdoor,Telangana,11.864406779661017,61.016949152542374,27.118644067796605,Very Good
535,Idea,4G,Outdoor,Uttar Pradesh,7.142857142857142,68.75,24.107142857142854,Very Good
536,Idea,4G,Outdoor,Uttarakhand,5.594405594405594,73.42657342657344,20.97902097902098,Very Good
537,Idea,4G,Outdoor,West Bengal,0.0,100.0,0.0,Excellent
538,Idea,4G,Travelling,Andhra Pradesh,7.4074074074074066,79.62962962962962,12.962962962962965,Very Good
539,Idea,4G,Travelling,Assam,0.0,100.0,0.0,Excellent
540,Idea,4G,Travelling,Bihar,0.0,95.23809523809523,4.761904761904762,Excellent
541,Idea,4G,Travelling,Chattisgarh,0.0,95.65217391304348,4.3478260869565215,Excellent
542,Idea,4G,Travelling,Delhi,3.333333333333333,10.0,86.66666666666669,Inadequate
543,Idea,4G,Travelling,Goa,0.0,100.0,0.0,Excellent
544,Idea,4G,Travelling,Gujarat,6.521739130434782,82.88043478260869,10.597826086956523,Excellent
545,Idea,4G,Travelling,Haryana,2.3255813953488373,11.627906976744184,86.04651162790701,Inadequate
546,Idea,4G,Travelling,Jharkhand,14.285714285714285,85.71428571428571,0.0,Excellent
547,Idea,4G,Travelling,Karnataka,3.4482758620689653,48.27586206896552,48.27586206896552,Average
548,Idea,4G,Travelling,Kerala,25.0,22.222222222222214,52.77777777777778,Poor
549,Idea,4G,Travelling,Madhya Pradesh,15.384615384615385,30.76923076923077,53.84615384615386,Poor
550,Idea,4G,Travelling,Maharashtra,10.59322033898305,69.0677966101695,20.33898305084746,Very Good
551,Idea,4G,Travelling,Odisha,0.0,50.0,50.0,Average
552,Idea,4G,Travelling,Punjab,0.0,83.33333333333334,16.666666666666664,Excellent
553,Idea,4G,Travelling,Rajasthan,0.0,0.0,100.0,Inadequate
554,Idea,4G,Travelling,Tamil Nadu,21.428571428571427,57.14285714285714,21.428571428571427,Average
555,Idea,4G,Travelling,Telangana,6.666666666666668,90.0,3.333333333333333,Excellent
556,Idea,4G,Travelling,Uttar Pradesh,28.767123287671232,42.46575342465753,28.767123287671232,Average
557,Idea,4G,Travelling,Uttarakhand,7.547169811320754,35.849056603773576,56.60377358490565,Poor
558,Idea,4G,Travelling,West Bengal,0.0,100.0,0.0,Excellent
559,MTNL,2G,Indoor,Maharashtra,25.0,50.0,25.0,Average
560,MTNL,2G,Outdoor,Maharashtra,0.0,100.0,0.0,Excellent
561,MTNL,2G,Travelling,Maharashtra,66.66666666666666,33.33333333333333,0.0,Poor
562,MTNL,2G,Travelling,Uttar Pradesh,0.0,100.0,0.0,Excellent
563,MTNL,3G,Indoor,Delhi,20.0,33.33333333333333,46.66666666666666,Poor
564,MTNL,3G,Indoor,Haryana,33.33333333333333,33.33333333333333,33.33333333333333,Poor
565,MTNL,3G,Indoor,Karnataka,0.0,100.0,0.0,Excellent
566,MTNL,3G,Indoor,Maharashtra,31.03448275862069,55.17241379310346,13.79310344827586,Average
567,MTNL,3G,Outdoor,Delhi,0.0,0.0,100.0,Inadequate
568,MTNL,3G,Outdoor,Haryana,0.0,0.0,100.0,Inadequate
569,MTNL,3G,Outdoor,Maharashtra,20.0,60.0,20.0,Average
570,MTNL,3G,Travelling,Delhi,0.0,0.0,100.0,Inadequate
571,MTNL,3G,Travelling,Maharashtra,22.222222222222214,77.7777777777778,0.0,Very Good
572,MTNL,3G,Travelling,Uttar Pradesh,100.0,0.0,0.0,Inadequate
573,MTNL,4G,Indoor,Delhi,12.5,75.0,12.5,Very Good
574,MTNL,4G,Indoor,Haryana,25.0,75.0,0.0,Very Good
575,MTNL,4G,Indoor,Maharashtra,14.685314685314689,85.31468531468529,0.0,Excellent
576,MTNL,4G,Indoor,Uttar Pradesh,0.0,0.0,100.0,Inadequate
577,MTNL,4G,Outdoor,Delhi,0.0,25.0,75.0,Poor
578,MTNL,4G,Outdoor,Haryana,0.0,0.0,100.0,Inadequate
579,MTNL,4G,Outdoor,Maharashtra,5.172413793103448,93.10344827586206,1.7241379310344829,Excellent
580,MTNL,4G,Travelling,Delhi,20.0,80.0,0.0,Very Good
581,MTNL,4G,Travelling,Haryana,0.0,33.33333333333333,66.66666666666666,Poor
582,MTNL,4G,Travelling,Maharashtra,11.111111111111107,88.88888888888891,0.0,Excellent
583,Other,2G,Indoor,Kerala,0.0,0.0,100.0,Inadequate
584,Other,2G,Indoor,Odisha,28.57142857142857,14.285714285714285,57.14285714285714,Inadequate
585,Other,2G,Indoor,Tamil Nadu,9.090909090909092,0.0,90.9090909090909,Inadequate
586,Other,2G,Outdoor,Odisha,25.0,50.0,25.0,Average
587,Other,2G,Outdoor,Tamil Nadu,0.0,33.33333333333333,66.66666666666666,Poor
588,Other,2G,Travelling,Haryana,0.0,100.0,0.0,Excellent
589,Other,2G,Travelling,Tamil Nadu,0.0,0.0,100.0,Inadequate
590,Other,3G,Indoor,Kerala,0.0,0.0,100.0,Inadequate
591,Other,3G,Indoor,Maharashtra,100.0,0.0,0.0,Inadequate
592,Other,3G,Indoor,Rajasthan,66.66666666666666,0.0,33.33333333333333,Inadequate
593,Other,3G,Indoor,Tamil Nadu,3.4364261168384886,15.463917525773196,81.09965635738831,Inadequate
594,Other,3G,Outdoor,Bihar,0.0,100.0,0.0,Excellent
595,Other,3G,Outdoor,Haryana,0.0,100.0,0.0,Excellent
