,Operator,Network Type,In Out Travelling,State Name,Call Dropped,Satisfactory,Poor Voice Quality
693,RJio,4G,Indoor,Madhya Pradesh,10.906411201179074,79.43994104642593,9.653647752394988
694,RJio,4G,Indoor,Maharashtra,5.739036275040608,85.03364529352619,9.227318431433213
695,RJio,4G,Indoor,Manipur,0.0,0.0,100.0
696,RJio,4G,Indoor,Meghalaya,0.0,0.0,100.0
697,RJio,4G,Indoor,Odisha,3.1332744924977938,90.24713150926745,6.619593998234777
698,RJio,4G,Indoor,Punjab,4.328523862375138,59.60044395116538,36.07103218645949
699,RJio,4G,Indoor,Rajasthan,14.666666666666664,63.215686274509814,22.117647058823533
700,RJio,4G,Indoor,Tamil Nadu,18.17155756207675,75.05643340857789,6.772009029345372
701,RJio,4G,Indoor,Telangana,11.425732737208149,56.97963238946846,31.594634873323397
702,RJio,4G,Indoor,Tripura,3.125,56.25,40.625
703,RJio,4G,Indoor,Uttar Pradesh,7.1636267512556175,58.33994184509649,34.4964314036479
704,RJio,4G,Indoor,Uttarakhand,6.056527590847915,69.71736204576044,24.226110363391648
705,RJio,4G,Indoor,West Bengal,3.1061022539857066,83.3837273227048,13.510170423309512
706,RJio,4G,Outdoor,Andhra Pradesh,3.8034865293185423,83.51822503961965,12.678288431061807
707,RJio,4G,Outdoor,Assam,6.363636363636362,40.90909090909091,52.72727272727272
708,RJio,4G,Outdoor,Bihar,5.103969754253309,72.3062381852552,22.58979206049149
709,RJio,4G,Outdoor,Chandigarh,1.5384615384615383,90.76923076923076,7.6923076923076925
710,RJio,4G,Outdoor,Chattisgarh,3.791469194312796,84.36018957345972,11.848341232227488
711,RJio,4G,Outdoor,Dadra and Nagar Haveli,0.0,50.0,50.0
712,RJio,4G,Outdoor,Daman and Diu,0.0,100.0,0.0
713,RJio,4G,Outdoor,Delhi,6.5546218487394965,61.680672268907564,31.764705882352942
714,RJio,4G,Outdoor,Goa,15.384615384615385,23.07692307692308,61.53846153846154
715,RJio,4G,Outdoor,Gujarat,2.372093023255814,88.88372093023256,8.744186046511627
716,RJio,4G,Outdoor,Haryana,11.379310344827587,51.89655172413793,36.72413793103448
717,RJio,4G,Outdoor,Himachal Pradesh,13.333333333333336,76.66666666666667,10.0
718,RJio,4G,Outdoor,Jharkhand,1.6666666666666667,85.0,13.333333333333336
719,RJio,4G,Outdoor,Karnataka,1.6536964980544748,81.80933852140079,16.536964980544745
720,RJio,4G,Outdoor,Kerala,4.166666666666666,78.76984126984127,17.063492063492063
721,RJio,4G,Outdoor,Madhya Pradesh,4.275092936802974,75.27881040892194,20.44609665427509
722,RJio,4G,Outdoor,Maharashtra,7.729179149191133,84.62152985819851,7.649290992610347
723,RJio,4G,Outdoor,Manipur,11.111111111111109,11.111111111111109,77.7777777777778
724,RJio,4G,Outdoor,Meghalaya,14.634146341463413,9.75609756097561,75.60975609756099
725,RJio,4G,Outdoor,Mizoram,0.0,100.0,0.0
726,RJio,4G,Outdoor,Odisha,4.107424960505529,78.04107424960506,17.851500789889414
727,RJio,4G,Outdoor,Punjab,25.683060109289613,48.633879781420774,25.683060109289613
728,RJio,4G,Outdoor,Rajasthan,5.6657223796034,73.65439093484419,20.679886685552407
729,RJio,4G,Outdoor,Sikkim,0.0,100.0,0.0
730,RJio,4G,Outdoor,Tamil Nadu,1.9047619047619049,88.65079365079364,9.444444444444443
731,RJio,4G,Outdoor,Telangana,10.928961748633881,58.7431693989071,30.327868852459016
732,RJio,4G,Outdoor,Tripura,0.0,95.0,5.0
733,RJio,4G,Outdoor,Uttar Pradesh,4.576825281511079,76.0261532873229,19.397021431166
734,RJio,4G,Outdoor,Uttarakhand,5.019305019305019,75.67567567567569,19.305019305019304
735,RJio,4G,Outdoor,West Bengal,2.141203703703704,77.66203703703705,20.196759259259263
736,RJio,4G,Travelling,Andhra Pradesh,6.116504854368932,82.91262135922331,10.970873786407768
737,RJio,4G,Travelling,Assam,0.0,87.83783783783785,12.162162162162163
738,RJio,4G,Travelling,Bihar,3.5799522673031032,64.43914081145584,31.98090692124105
739,RJio,4G,Travelling,Chandigarh,3.8461538461538463,65.38461538461539,30.76923076923077
740,RJio,4G,Travelling,Chattisgarh,1.96078431372549,85.29411764705883,12.745098039215687
741,RJio,4G,Travelling,Dadra and Nagar Haveli,0.0,87.5,12.5
742,RJio,4G,Travelling,Daman and Diu,0.0,100.0,0.0
743,RJio,4G,Travelling,Delhi,2.274573517465475,35.33712428919578,62.388302193338745
744,RJio,4G,Travelling,Goa,0.7117437722419928,96.44128113879006,2.8469750889679712
745,RJio,4G,Travelling,Gujarat,1.6299137104506232,90.12464046021091,8.245445829338447
746,RJio,4G,Travelling,Haryana,4.6,24.2,71.2
747,RJio,4G,Travelling,Himachal Pradesh,5.0,85.0,10.0
748,RJio,4G,Travelling,Jharkhand,2.4390243902439024,85.36585365853658,12.19512195121951
749,RJio,4G,Travelling,Karnataka,3.2188841201716736,70.60085836909872,26.180257510729607
750,RJio,4G,Travelling,Kashmir,0.0,0.0,100.0
751,RJio,4G,Travelling,Kerala,4.3478260869565215,81.88405797101449,13.768115942028984
752,RJio,4G,Travelling,Madhya Pradesh,1.7142857142857144,90.09523809523809,8.190476190476192
753,RJio,4G,Travelling,Maharashtra,5.073877892389183,60.69138555896292,34.23473654864789
754,RJio,4G,Travelling,Manipur,0.0,0.0,100.0
755,RJio,4G,Travelling,Meghalaya,100.0,0.0,0.0
756,RJio,4G,Travelling,Mizoram,0.0,100.0,0.0
757,RJio,4G,Travelling,Odisha,1.4492753623188406,89.8550724637681,8.695652173913043
758,RJio,4G,Travelling,Punjab,2.127659574468085,89.36170212765957,8.51063829787234
759,RJio,4G,Travelling,Rajasthan,3.2573289902280136,71.9869706840391,24.7557003257329
760,RJio,4G,Travelling,Tamil Nadu,2.727272727272727,80.0,17.272727272727273
761,RJio,4G,Travelling,Telangana,4.333333333333334,49.0,46.66666666666666
762,RJio,4G,Travelling,Tripura,0.0,0.0,100.0
763,RJio,4G,Travelling,Uttar Pradesh,3.085150143973673,42.863019333607575,54.05183052241875
764,RJio,4G,Travelling,Uttarakhand,11.03896103896104,41.558441558441565,47.4025974025974
765,RJio,4G,Travelling,West Bengal,5.80539656582175,81.84791496320523,12.346688470973016
766,Tata,2G,Indoor,Andhra Pradesh,75.0,0.0,25.0
767,Tata,2G,Indoor,Chattisgarh,16.666666666666664,50.0,33.33333333333333
768,Tata,2G,Indoor,Karnataka,0.0,0.0,100.0
769,Tata,3G,Indoor,Andhra Pradesh,0.0,100.0,0.0
770,Tata,3G,Indoor,Karnataka,0.0,50.0,50.0
771,Tata,3G,Indoor,Maharashtra,27.27272727272727,45.45454545454545,27.27272727272727
772,Tata,3G,Outdoor,Andhra Pradesh,0.0,100.0,0.0
773,Tata,3G,Outdoor,Chattisgarh,0.0,0.0,100.0
774,Tata,3G,Outdoor,Gujarat,0.0,50.0,50.0
775,Tata,3G,Outdoor,Maharashtra,0.0,0.0,100.0
776,Tata,3G,Travelling,Gujarat,0.0,0.0,100.0
777,Tata,3G,Travelling,Karnataka,0.0,100.0,0.0
778,Tata,3G,Travelling,West Bengal,0.0,0.0,100.0
779,Tata,4G,Indoor,Chattisgarh,0.0,46.153846153846146,53.846153846153854
780,Tata,4G,Indoor,Haryana,0.0,0.0,100.0
781,Tata,4G,Indoor,Karnataka,0.0,100.0,0.0
782,Tata,4G,Indoor,Maharashtra,0.0,80.0,20.0
783,Tata,4G,Outdoor,Andhra Pradesh,0.0,100.0,0.0
784,Tata,4G,Outdoor,Haryana,0.0,0.0,100.0
785,Tata,4G,Outdoor,Karnataka,0.0,100.0,0.0
786,Tata,4G,Travelling,Andhra Pradesh,100.0,0.0,0.0
787,Tata,4G,Travelling,Chattisgarh,0.0,100.0,0.0
788,Tata,4G,Travelling,Haryana,0.0,0.0,100.0
789,Tata,4G,Travelling,Maharashtra,0.0,0.0,100.0
790,Telenor,3G,Indoor,Maharashtra,0.0,100.0,0.0
791,Telenor,3G,Travelling,Telangana,0.0,0.0,100.0
792,Telenor,4G,Indoor,Gujarat,0.0,40.0,60.0
793,Telenor,4G,Indoor,Maharashtra,0.0,100.0,0.0
794,Telenor,4G,Indoor,Uttarakhand,0.0,100.0,0.0
795,Telenor,4G,Outdoor,Uttar Pradesh,100.0,0.0,0.0
796,Vodafone,2G,Indoor,Andhra Pradesh,0.0,100.0,0.0
797,Vodafone,2G,Indoor,Chattisgarh,0.0,100.0,0.0
798,Vodafone,2G,Indoor,Dadra and Nagar Haveli,0.0,100.0,0.0
799,Vodafone,2G,Indoor,Delhi,4.0712468193384215,2.5445292620865136,93.38422391857506
800,Vodafone,2G,Indoor,Goa,0.0,100.0,0.0
801,Vodafone,2G,Indoor,Gujarat,7.000000000000001,64.0,29.0
802,Vodafone,2G,Indoor,Haryana,11.111111111111109,66.66666666666666,22.222222222222218
803,Vodafone,2G,Indoor,Himachal Pradesh,0.0,100.0,0.0
804,Vodafone,2G,Indoor,Karnataka,33.33333333333333,16.666666666666664,50.0
805,Vodafone,2G,Indoor,Kerala,9.090909090909092,36.36363636363637,54.54545454545454
806,Vodafone,2G,Indoor,Madhya Pradesh,0.0,100.0,0.0
807,Vodafone,2G,Indoor,Maharashtra,7.954545454545454,82.95454545454545,9.090909090909092
808,Vodafone,2G,Indoor,Odisha,50.0,50.0,0.0
809,Vodafone,2G,Indoor,Punjab,0.0,100.0,0.0
810,Vodafone,2G,Indoor,Rajasthan,0.0,86.36363636363636,13.636363636363635
811,Vodafone,2G,Indoor,Tamil Nadu,10.9375,75.0,14.0625
812,Vodafone,2G,Indoor,Telangana,0.0,88.8888888888889,11.111111111111109
813,Vodafone,2G,Indoor,Uttar Pradesh,19.230769230769234,42.307692307692314,38.46153846153847
814,Vodafone,2G,Indoor,Uttarakhand,0.0,0.0,100.0
815,Vodafone,2G,Indoor,West Bengal,5.7142857142857135,51.42857142857142,42.857142857142854
816,Vodafone,2G,Outdoor,Andaman and Nicobar Islands,0.0,100.0,0.0
817,Vodafone,2G,Outdoor,Chandigarh,100.0,0.0,0.0
818,Vodafone,2G,Outdoor,Chattisgarh,100.0,0.0,0.0
819,Vodafone,2G,Outdoor,Delhi,15.789473684210524,47.368421052631575,36.84210526315789
820,Vodafone,2G,Outdoor,Goa,25.0,25.0,50.0
821,Vodafone,2G,Outdoor,Gujarat,5.5555555555555545,77.7777777777778,16.666666666666664
822,Vodafone,2G,Outdoor,Haryana,0.0,0.0,100.0
823,Vodafone,2G,Outdoor,Karnataka,33.33333333333333,0.0,66.66666666666666
824,Vodafone,2G,Outdoor,Kerala,25.0,25.0,50.0
825,Vodafone,2G,Outdoor,Madhya Pradesh,0.0,0.0,100.0
826,Vodafone,2G,Outdoor,Maharashtra,8.771929824561402,42.105263157894726,49.122807017543856
827,Vodafone,2G,Outdoor,Odisha,0.0,100.0,0.0
828,Vodafone,2G,Outdoor,Punjab,33.33333333333333,66.66666666666666,0.0
829,Vodafone,2G,Outdoor,Rajasthan,0.0,42.857142857142854,57.14285714285714
830,Vodafone,2G,Outdoor,Tamil Nadu,0.0,63.829787234042556,36.17021276595745
831,Vodafone,2G,Outdoor,Uttar Pradesh,9.090909090909092,36.36363636363637,54.54545454545454
832,Vodafone,2G,Outdoor,West Bengal,7.6923076923076925,61.53846153846154,30.76923076923077
833,Vodafone,2G,Travelling,Chattisgarh,0.0,100.0,0.0
834,Vodafone,2G,Travelling,Delhi,20.0,20.0,60.0
835,Vodafone,2G,Travelling,Goa,0.0,100.0,0.0
836,Vodafone,2G,Travelling,Gujarat,0.0,86.66666666666669,13.333333333333336
837,Vodafone,2G,Travelling,Haryana,33.33333333333333,66.66666666666666,0.0
838,Vodafone,2G,Travelling,Jharkhand,0.0,0.0,100.0
839,Vodafone,2G,Travelling,Karnataka,0.0,100.0,0.0
840,Vodafone,2G,Travelling,Madhya Pradesh,100.0,0.0,0.0
841,Vodafone,2G,Travelling,Maharashtra,3.8461538461538463,76.92307692307693,19.230769230769234
842,Vodafone,2G,Travelling,Odisha,0.0,100.0,0.0
843,Vodafone,2G,Travelling,Rajasthan,0.0,71.42857142857143,28.57142857142857
844,Vodafone,2G,Travelling,Tamil Nadu,7.142857142857142,71.42857142857143,21.428571428571427
845,Vodafone,2G,Travelling,Uttar Pradesh,15.384615384615385,46.153846153846146,38.46153846153847
846,Vodafone,2G,Travelling,West Bengal,17.1875,51.5625,31.25
847,Vodafone,3G,Indoor,Andhra Pradesh,9.090909090909092,90.9090909090909,0.0
848,Vodafone,3G,Indoor,Assam,3.571428571428571,96.42857142857143,0.0
849,Vodafone,3G,Indoor,Bihar,27.27272727272727,18.181818181818183,54.54545454545454
850,Vodafone,3G,Indoor,Chattisgarh,0.0,99.2,0.8
851,Vodafone,3G,Indoor,Dadra and Nagar Haveli,0.0,87.5,12.5
852,Vodafone,3G,Indoor,Daman and Diu,33.33333333333333,0.0,66.66666666666666
853,Vodafone,3G,Indoor,Delhi,6.266318537859008,29.895561357702352,63.83812010443864
854,Vodafone,3G,Indoor,Goa,7.894736842105262,84.21052631578947,7.894736842105262
855,Vodafone,3G,Indoor,Gujarat,2.3875114784205693,76.67584940312213,20.9366391184573
856,Vodafone,3G,Indoor,Haryana,3.92156862745098,35.29411764705883,60.784313725490186
857,Vodafone,3G,Indoor,Karnataka,10.20408163265306,60.71428571428571,29.081632653061227
858,Vodafone,3G,Indoor,Kashmir,0.0,100.0,0.0
859,Vodafone,3G,Indoor,Kerala,20.454545454545453,25.0,54.54545454545454
860,Vodafone,3G,Indoor,Madhya Pradesh,7.4074074074074066,88.8888888888889,3.7037037037037033
861,Vodafone,3G,Indoor,Maharashtra,9.60698689956332,65.67685589519651,24.71615720524018
862,Vodafone,3G,Indoor,Meghalaya,11.111111111111109,77.7777777777778,11.111111111111109
863,Vodafone,3G,Indoor,Odisha,0.0,78.57142857142857,21.428571428571427
864,Vodafone,3G,Indoor,Punjab,0.0,50.0,50.0
865,Vodafone,3G,Indoor,Rajasthan,0.9389671361502347,87.63693270735523,11.424100156494525
866,Vodafone,3G,Indoor,Tamil Nadu,5.142231947483589,83.15098468271334,11.706783369803064
867,Vodafone,3G,Indoor,Telangana,4.49438202247191,91.0112359550562,4.49438202247191
868,Vodafone,3G,Indoor,Uttar Pradesh,8.333333333333332,67.7927927927928,23.873873873873876
869,Vodafone,3G,Indoor,Uttarakhand,5.084745762711865,1.6949152542372878,93.22033898305084
870,Vodafone,3G,Indoor,West Bengal,6.322444678609062,62.4868282402529,31.19072708113805
871,Vodafone,3G,Outdoor,Andhra Pradesh,0.0,50.0,50.0
872,Vodafone,3G,Outdoor,Assam,0.0,33.33333333333333,66.66666666666666
873,Vodafone,3G,Outdoor,Bihar,0.0,0.0,100.0
874,Vodafone,3G,Outdoor,Chandigarh,0.0,0.0,100.0
875,Vodafone,3G,Outdoor,Chattisgarh,38.46153846153847,61.53846153846154,0.0
876,Vodafone,3G,Outdoor,Dadra and Nagar Haveli,0.0,100.0,0.0
877,Vodafone,3G,Outdoor,Delhi,3.8135593220338975,67.79661016949152,28.389830508474574
878,Vodafone,3G,Outdoor,Goa,0.0,100.0,0.0
879,Vodafone,3G,Outdoor,Gujarat,4.201680672268908,89.49579831932773,6.302521008403361
880,Vodafone,3G,Outdoor,Haryana,12.5,50.0,37.5
881,Vodafone,3G,Outdoor,Himachal Pradesh,0.0,100.0,0.0
882,Vodafone,3G,Outdoor,Karnataka,13.291139240506327,55.063291139240505,31.645569620253173
883,Vodafone,3G,Outdoor,Kerala,5.5555555555555545,86.1111111111111,8.333333333333332
884,Vodafone,3G,Outdoor,Madhya Pradesh,0.0,100.0,0.0
885,Vodafone,3G,Outdoor,Maharashtra,14.233576642335766,42.51824817518249,43.248175182481745
886,Vodafone,3G,Outdoor,Odisha,33.33333333333333,66.66666666666666,0.0
887,Vodafone,3G,Outdoor,Punjab,12.5,56.25,31.25
888,Vodafone,3G,Outdoor,Rajasthan,1.5873015873015872,73.01587301587301,25.396825396825395
889,Vodafone,3G,Outdoor,Tamil Nadu,3.864734299516908,71.49758454106279,24.63768115942029
890,Vodafone,3G,Outdoor,Telangana,14.285714285714285,71.42857142857143,14.285714285714285
891,Vodafone,3G,Outdoor,Uttar Pradesh,4.2105263157894735,65.26315789473685,30.52631578947368
892,Vodafone,3G,Outdoor,Uttarakhand,0.0,100.0,0.0
893,Vodafone,3G,Outdoor,West Bengal,5.095541401273887,76.43312101910828,18.471337579617835
894,Vodafone,3G,Travelling,Andhra Pradesh,50.0,0.0,50.0
895,Vodafone,3G,Travelling,Assam,0.0,94.73684210526315,5.263157894736842
896,Vodafone,3G,Travelling,Bihar,0.0,80.0,20.0
897,Vodafone,3G,Travelling,Chandigarh,0.0,0.0,100.0
898,Vodafone,3G,Travelling,Chattisgarh,0.0,100.0,0.0
899,Vodafone,3G,Travelling,Delhi,6.0,55.00000000000001,39.0
900,Vodafone,3G,Travelling,Goa,0.0,100.0,0.0
901,Vodafone,3G,Travelling,Gujarat,10.256410256410255,80.34188034188034,9.401709401709402
902,Vodafone,3G,Travelling,Haryana,0.0,71.42857142857143,28.57142857142857
903,Vodafone,3G,Travelling,Himachal Pradesh,0.0,100.0,0.0
904,Vodafone,3G,Travelling,Karnataka,3.5087719298245608,73.68421052631578,22.807017543859647
905,Vodafone,3G,Travelling,Kerala,4.761904761904762,61.904761904761905,33.33333333333333
906,Vodafone,3G,Travelling,Madhya Pradesh,0.0,75.0,25.0
907,Vodafone,3G,Travelling,Maharashtra,5.450236966824645,41.70616113744076,52.843601895734594
908,Vodafone,3G,Travelling,Meghalaya,0.0,100.0,0.0
909,Vodafone,3G,Travelling,Odisha,20.0,80.0,0.0
910,Vodafone,3G,Travelling,Punjab,25.0,50.0,25.0
911,Vodafone,3G,Travelling,Rajasthan,3.8461538461538463,84.61538461538461,11.538461538461537
912,Vodafone,3G,Travelling,Tamil Nadu,0.7751937984496124,72.09302325581395,27.131782945736433
913,Vodafone,3G,Travelling,Telangana,25.0,50.0,25.0
914,Vodafone,3G,Travelling,Uttar Pradesh,4.10958904109589,46.57534246575342,49.31506849315068
915,Vodafone,3G,Travelling,Uttarakhand,0.0,66.66666666666666,33.33333333333333
916,Vodafone,3G,Travelling,West Bengal,8.294930875576037,62.21198156682028,29.493087557603694
917,Vodafone,4G,Indoor,Andhra Pradesh,2.083333333333333,94.44444444444444,3.4722222222222223
918,Vodafone,4G,Indoor,Assam,9.090909090909092,72.72727272727273,18.181818181818183
919,Vodafone,4G,Indoor,Bihar,66.66666666666666,8.333333333333332,25.0
920,Vodafone,4G,Indoor,Chandigarh,50.0,50.0,0.0
921,Vodafone,4G,Indoor,Chattisgarh,15.384615384615385,61.53846153846154,23.07692307692308
922,Vodafone,4G,Indoor,Dadra and Nagar Haveli,0.0,100.0,0.0
923,Vodafone,4G,Indoor,Daman and Diu,0.0,100.0,0.0
924,Vodafone,4G,Indoor,Delhi,13.710879284649774,50.3725782414307,35.91654247391953
925,Vodafone,4G,Indoor,Goa,0.0,100.0,0.0
926,Vodafone,4G,Indoor,Gujarat,2.985074626865672,72.38805970149255,24.626865671641788
927,Vodafone,4G,Indoor,Haryana,3.862660944206009,32.61802575107296,63.519313304721024
928,Vodafone,4G,Indoor,Karnataka,8.200734394124847,65.23867809057529,26.56058751529988
929,Vodafone,4G,Indoor,Kerala,15.909090909090908,59.09090909090909,25.0
930,Vodafone,4G,Indoor,Madhya Pradesh,0.0,100.0,0.0
931,Vodafone,4G,Indoor,Maharashtra,5.771873568483738,62.482821804855696,31.745304626660555
932,Vodafone,4G,Indoor,Meghalaya,0.0,78.57142857142857,21.428571428571427
933,Vodafone,4G,Indoor,Odisha,3.333333333333333,80.0,16.666666666666664
934,Vodafone,4G,Indoor,Pondicherry,100.0,0.0,0.0
935,Vodafone,4G,Indoor,Punjab,17.857142857142858,55.35714285714286,26.785714285714285
936,Vodafone,4G,Indoor,Rajasthan,1.9372693726937271,79.98154981549816,18.08118081180812
937,Vodafone,4G,Indoor,Tamil Nadu,13.840399002493768,78.55361596009975,7.605985037406484
938,Vodafone,4G,Indoor,Telangana,1.0920436817472698,97.50390015600624,1.4040561622464902
939,Vodafone,4G,Indoor,Tripura,0.0,85.71428571428571,14.285714285714285
940,Vodafone,4G,Indoor,Uttar Pradesh,9.19931856899489,75.21294718909711,15.587734241908006
941,Vodafone,4G,Indoor,Uttarakhand,26.82926829268293,9.75609756097561,63.414634146341456
942,Vodafone,4G,Indoor,West Bengal,3.963553530751709,78.81548974943053,17.220956719817767
943,Vodafone,4G,Outdoor,Andhra Pradesh,6.666666666666668,80.0,13.333333333333336
944,Vodafone,4G,Outdoor,Assam,0.0,0.0,100.0
945,Vodafone,4G,Outdoor,Bihar,0.0,100.0,0.0
946,Vodafone,4G,Outdoor,Chandigarh,50.0,25.0,25.0
947,Vodafone,4G,Outdoor,Chattisgarh,50.0,50.0,0.0
948,Vodafone,4G,Outdoor,Dadra and Nagar Haveli,0.0,0.0,100.0
949,Vodafone,4G,Outdoor,Daman and Diu,0.0,0.0,100.0
950,Vodafone,4G,Outdoor,Delhi,2.964959568733154,59.56873315363881,37.46630727762803
951,Vodafone,4G,Outdoor,Goa,0.0,66.66666666666666,33.33333333333333
952,Vodafone,4G,Outdoor,Gujarat,5.7142857142857135,77.46031746031747,16.825396825396822
953,Vodafone,4G,Outdoor,Haryana,16.393442622950822,59.016393442622956,24.590163934426233
954,Vodafone,4G,Outdoor,Himachal Pradesh,0.0,100.0,0.0
955,Vodafone,4G,Outdoor,Karnataka,10.16949152542373,58.64406779661017,31.186440677966104
956,Vodafone,4G,Outdoor,Kerala,0.9416195856873822,96.42184557438793,2.6365348399246704
957,Vodafone,4G,Outdoor,Madhya Pradesh,0.0,90.9090909090909,9.090909090909092
958,Vodafone,4G,Outdoor,Maharashtra,8.793103448275861,52.06896551724138,39.137931034482754
959,Vodafone,4G,Outdoor,Meghalaya,0.0,100.0,0.0
960,Vodafone,4G,Outdoor,Odisha,11.111111111111109,44.444444444444436,44.444444444444436
961,Vodafone,4G,Outdoor,Punjab,21.621621621621625,67.56756756756756,10.810810810810812
962,Vodafone,4G,Outdoor,Rajasthan,7.272727272727272,62.72727272727274,30.0
963,Vodafone,4G,Outdoor,Tamil Nadu,4.140127388535031,82.16560509554141,13.694267515923569
964,Vodafone,4G,Outdoor,Telangana,0.0,61.53846153846154,38.46153846153847
965,Vodafone,4G,Outdoor,Tripura,0.0,100.0,0.0
966,Vodafone,4G,Outdoor,Uttar Pradesh,6.829268292682928,69.7560975609756,23.414634146341466
967,Vodafone,4G,Outdoor,Uttarakhand,17.647058823529417,17.647058823529417,64.70588235294117
968,Vodafone,4G,Outdoor,West Bengal,4.411764705882354,76.17647058823529,19.411764705882355
969,Vodafone,4G,Travelling,Andhra Pradesh,0.0,75.0,25.0
970,Vodafone,4G,Travelling,Assam,0.0,100.0,0.0
971,Vodafone,4G,Travelling,Bihar,0.0,50.0,50.0
972,Vodafone,4G,Travelling,Chattisgarh,0.0,75.0,25.0
973,Vodafone,4G,Travelling,Delhi,7.6923076923076925,57.14285714285714,35.164835164835175
974,Vodafone,4G,Travelling,Goa,0.0,100.0,0.0
975,Vodafone,4G,Travelling,Gujarat,2.0161290322580645,92.74193548387095,5.241935483870968
976,Vodafone,4G,Travelling,Haryana,1.3157894736842104,71.05263157894737,27.631578947368425
977,Vodafone,4G,Travelling,Himachal Pradesh,0.0,100.0,0.0
978,Vodafone,4G,Travelling,Jharkhand,100.0,0.0,0.0
979,Vodafone,4G,Travelling,Karnataka,2.638522427440633,92.34828496042215,5.013192612137203
980,Vodafone,4G,Travelling,Kerala,4.166666666666666,91.66666666666666,4.166666666666666
981,Vodafone,4G,Travelling,Madhya Pradesh,25.0,62.5,12.5
982,Vodafone,4G,Travelling,Maharashtra,3.15284441398218,47.08704592186429,49.760109664153525
983,Vodafone,4G,Travelling,Meghalaya,0.0,100.0,0.0
984,Vodafone,4G,Travelling,Odisha,50.0,50.0,0.0
985,Vodafone,4G,Travelling,Punjab,14.285714285714285,85.71428571428571,0.0
986,Vodafone,4G,Travelling,Rajasthan,5.847953216374267,87.13450292397661,7.0175438596491215
987,Vodafone,4G,Travelling,Tamil Nadu,1.1049723756906076,90.60773480662985,8.287292817679559
988,Vodafone,4G,Travelling,Telangana,7.894736842105262,81.57894736842105,10.526315789473683
989,Vodafone,4G,Travelling,Uttar Pradesh,5.084745762711865,47.45762711864407,47.45762711864407
990,Vodafone,4G,Travelling,Uttarakhand,40.0,0.0,60.0
991,Vodafone,4G,Travelling,West Bengal,4.919908466819222,78.94736842105263,16.132723112128147
